color,num_voted_users,duration,gross,genres,Series_Title,num_critic_for_reviews,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,Released_Year,num_facebook_like,imdb_score,aspect_ratio
Color,223393,114.0,116593191.0, Action,Green Lantern ,436.0,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550.0,English,USA,"PG-13
",200000000.0,2011.0,24.0,5.6,
Color,544884,103.0,414984497.0, Animation,Toy Story 3 ,453.0,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,733.0,English,USA,"G
",200000000.0,2010.0,30.0,8.3,
Color,286095,115.0,125320003.0, Action,Terminator Salvation ,422.0,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,974.0,English,USA,"PG-13
",200000000.0,2009.0,65.0,6.6,
Color,278232,137.0,350034110.0, Action,Furious 7 ,424.0,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,657.0,English,USA,"PG-13
",190000000.0,2015.0,94.0,7.2,
Color,465019,116.0,202351611.0, Action,World War Z ,654.0,http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1,995.0,English,USA,"PG-13
",190000000.0,2013.0,129.0,7.0,
Color,514125,132.0,233914986.0, Action,X-Men: Days of Future Past ,539.0,http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1,752.0,English,USA,"PG-13
",200000000.0,2014.0,82.0,8.0,
Color,395573,132.0,228756232.0, Action,Star Trek Into Darkness ,590.0,http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1,1171.0,English,USA,"PG-13
",190000000.0,2013.0,92.0,7.8,
Color,106416,114.0,65171860.0, Adventure,Jack the Giant Slayer ,338.0,http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1,205.0,English,USA,"PG-13
",195000000.0,2013.0,22.0,6.3,
Color,362912,143.0,144812796.0, Drama,The Great Gatsby ,490.0,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753.0,English,Australia,"PG-13
",105000000.0,2013.0,115.0,7.3,
Color,222403,116.0,90755643.0, Action,Prince of Persia: The Sands of Time ,306.0,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,453.0,English,USA,"PG-13
",200000000.0,2010.0,23.0,6.6,
Color,381148,131.0,101785482.0, Action,Pacific Rim ,575.0,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106.0,English,USA,"PG-13
",190000000.0,2013.0,83.0,7.0,
Color,326180,154.0,352358779.0, Action,Transformers: Dark of the Moon ,428.0,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899.0,English,USA,"PG-13
",195000000.0,2011.0,46.0,6.3,
Color,333847,122.0,317011114.0, Action,Indiana Jones and the Kingdom of the Crystal Skull ,470.0,http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1,2054.0,English,USA,"PG-13
",185000000.0,2008.0,5.0,6.2,
Color,62836,93.0,123070338.0, Animation,The Good Dinosaur ,298.0,http://www.imdb.com/title/tt1979388/?ref_=fn_tt_tt_1,345.0,English,USA,"PG
",,2015.0,20.0,6.8,
Color,273556,93.0,237282182.0, Animation,Brave ,488.0,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1,428.0,English,USA,"PG
",185000000.0,2012.0,39.0,7.2,
Color,53607,122.0,130468626.0, Action,Star Trek Beyond ,322.0,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,432.0,English,USA,"PG-13
",185000000.0,2016.0,30.0,7.5,
Color,718837,98.0,223806889.0, Animation,WALL·E ,421.0,http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1,1043.0,English,USA,"G
",180000000.0,2008.0,16.0,8.4,
Color,121084,91.0,140080850.0, Action,Rush Hour 3 ,162.0,http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1,221.0,English,USA,"PG-13
",140000000.0,2007.0,17.0,6.2,
Color,283418,158.0,166112167.0, Action,2012 ,367.0,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1,1055.0,English,USA,"PG-13
",200000000.0,2009.0,13.0,5.8,
Color,72809,96.0,137850096.0, Animation,A Christmas Carol ,240.0,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,249.0,English,USA,"PG
",200000000.0,2009.0,76.0,6.8,
Color,139593,127.0,47375327.0, Action,Jupiter Ascending ,384.0,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1,720.0,English,USA,"PG-13
",176000000.0,2015.0,44.0,5.4,
Color,42372,110.0,124051759.0, Action,The Legend of Tarzan ,248.0,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239.0,English,USA,"PG-13
",180000000.0,2016.0,29.0,6.6,
Color,286506,143.0,291709845.0, Adventure,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",284.0,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463.0,English,USA,"PG
",180000000.0,2005.0,57.0,6.9,
Color,148379,144.0,154985087.0, Action,X-Men: Apocalypse ,396.0,http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622.0,English,USA,"PG-13
",178000000.0,2016.0,54.0,7.3,
Color,1676169,152.0,533316061.0, Action,The Dark Knight ,645.0,http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1,4667.0,English,USA,"PG-13
",185000000.0,2008.0,37.0,9.0,
Color,665575,96.0,292979556.0, Animation,Up ,408.0,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704.0,English,USA,"PG
",175000000.0,2009.0,27.0,8.3,
Color,114553,94.0,198332128.0, Animation,Monsters vs. Aliens ,219.0,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,187.0,English,USA,"PG
",175000000.0,2009.0,22.0,6.5,
Color,696338,126.0,318298180.0, Action,Iron Man ,486.0,http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1,1055.0,English,USA,"PG-13
",140000000.0,2008.0,10.0,7.9,
Color,245333,126.0,73820094.0, Adventure,Hugo ,682.0,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678.0,English,USA,"PG
",170000000.0,2011.0,42.0,7.5,
Color,129601,106.0,113745408.0, Action,Wild Wild West ,85.0,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,648.0,English,USA,"PG-13
",170000000.0,1999.0,18.0,4.8,
Color,117927,112.0,102176165.0, Action,The Mummy: Tomb of the Dragon Emperor ,264.0,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,501.0,English,USA,"PG-13
",145000000.0,2008.0,17.0,5.2,
Color,118992,123.0,161087183.0, Action,Suicide Squad ,418.0,http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,971.0,English,USA,"PG-13
",175000000.0,2016.0,80.0,6.9,
Color,115099,96.0,100289690.0, Comedy,Evan Almighty ,186.0,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,257.0,English,USA,"PG
",175000000.0,2007.0,2.0,5.4,
Color,431620,113.0,100189501.0, Action,Edge of Tomorrow ,585.0,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741.0,English,USA,"PG-13
",178000000.0,2014.0,77.0,7.9,
Color,144337,135.0,88246220.0, Action,Waterworld ,91.0,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,309.0,English,USA,"PG-13
",175000000.0,1995.0,54.0,6.1,
Color,174578,118.0,150167630.0, Action,G.I. Joe: The Rise of Cobra ,250.0,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,534.0,English,USA,"PG-13
",175000000.0,2009.0,63.0,5.8,
Color,345198,95.0,356454367.0, Animation,Inside Out ,536.0,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,773.0,English,USA,"PG
",175000000.0,2015.0,118.0,8.3,
Color,106072,106.0,362645141.0, Adventure,The Jungle Book ,370.0,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398.0,English,UK,"PG
",175000000.0,2016.0,65.0,7.8,
Color,522371,124.0,312057433.0, Action,Iron Man 2 ,453.0,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723.0,English,USA,"PG-13
",200000000.0,2010.0,18.0,7.0,
Color,228554,127.0,155111815.0, Action,Snow White and the Huntsman ,416.0,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,710.0,English,USA,"PG-13
",170000000.0,2012.0,53.0,6.1,
Color,252257,97.0,241407328.0, Action,Maleficent ,401.0,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634.0,English,USA,"PG
",180000000.0,2014.0,89.0,7.0,
Color,317542,130.0,208543795.0, Action,Dawn of the Planet of the Apes ,521.0,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620.0,English,USA,"PG-13
",170000000.0,2014.0,45.0,7.6,
Color,2138,109.0,, Action,The Lovers ,10.0,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15.0,English,Belgium,"R
",,2015.0,677.0,4.5,
Color,116994,128.0,38297305.0, Action,47 Ronin ,218.0,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324.0,English,USA,"PG-13
",175000000.0,2013.0,35.0,6.3,
Color,496749,136.0,259746958.0, Action,Captain America: The Winter Soldier ,576.0,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,742.0,English,USA,"PG-13
",170000000.0,2014.0,55.0,7.8,
Color,138661,93.0,238371987.0, Animation,Shrek Forever After ,226.0,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173.0,English,USA,"PG
",165000000.0,2010.0,66.0,6.4,
Color,128306,130.0,93417865.0, Action,Tomorrowland ,443.0,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497.0,English,USA,"PG
",190000000.0,2015.0,37.0,6.5,
Color,279093,102.0,222487711.0, Animation,Big Hero 6 ,384.0,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433.0,English,USA,"PG
",165000000.0,2014.0,41.0,7.9,
Color,272534,101.0,189412677.0, Animation,Wreck-It Ralph ,377.0,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345.0,English,USA,"PG
",165000000.0,2012.0,40.0,7.8,
Color,120798,100.0,665426.0, Animation,The Polar Express ,188.0,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444.0,English,USA,"G
",165000000.0,2004.0,10.0,6.6,
Color,58137,120.0,102315545.0, Action,Independence Day: Resurgence ,286.0,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520.0,English,USA,"PG-13
",165000000.0,2016.0,67.0,5.5,
Color,485430,98.0,217387997.0, Animation,How to Train Your Dragon ,288.0,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492.0,English,USA,"PG
",165000000.0,2010.0,33.0,8.2,
Color,305340,109.0,150350192.0, Action,Terminator 3: Rise of the Machines ,280.0,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676.0,English,USA,"R
",200000000.0,2003.0,35.0,6.4,
Color,682155,121.0,333130696.0, Action,Guardians of the Galaxy ,653.0,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097.0,English,USA,"PG-13
",170000000.0,2014.0,96.0,8.1,
Color,928227,169.0,187991439.0, Adventure,Interstellar ,712.0,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725.0,English,USA,"PG-13
",165000000.0,2014.0,349.0,8.6,
Color,1468200,148.0,292568851.0, Action,Inception ,642.0,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803.0,English,USA,"PG-13
",160000000.0,2010.0,175.0,8.8,
Color,374,120.0,, Action,Godzilla Resurgence ,1.0,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13.0,Japanese,Japan,,,2016.0,25.0,8.2,
Color,637246,169.0,303001229.0, Adventure,The Hobbit: An Unexpected Journey ,645.0,http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1,1367.0,English,USA,"PG-13
",180000000.0,2012.0,166.0,7.9,
Color,272223,106.0,144512310.0, Action,The Fast and the Furious ,187.0,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988.0,English,USA,"PG-13
",38000000.0,2001.0,14.0,6.7,
Color,459346,166.0,127490802.0, Drama,The Curious Case of Benjamin Button ,362.0,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822.0,English,USA,"PG-13
",150000000.0,2008.0,23.0,7.8,
Color,518537,132.0,146405371.0, Action,X-Men: First Class ,500.0,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698.0,English,USA,"PG-13
",160000000.0,2011.0,54.0,7.8,
Color,166137,137.0,281666058.0, Adventure,The Hunger Games: Mockingjay - Part 2 ,389.0,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,383.0,English,USA,"PG-13
",160000000.0,2015.0,38.0,6.6,
Color,124185,109.0,63143812.0, Action,The Sorcerer's Apprentice ,235.0,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238.0,English,USA,"PG
",150000000.0,2010.0,11.0,6.1,
Color,82380,98.0,60655503.0, Action,Poseidon ,231.0,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629.0,English,USA,"PG-13
",160000000.0,2006.0,17.0,5.6,
Color,21352,113.0,76846624.0, Adventure,Alice Through the Looking Glass ,218.0,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,131.0,English,USA,"PG
",170000000.0,2016.0,30.0,6.4,
Color,211971,93.0,320706665.0, Animation,Shrek the Third ,227.0,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,326.0,English,USA,"PG
",160000000.0,2007.0,13.0,6.1,
Color,111609,123.0,46978995.0, Action,Warcraft ,275.0,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781.0,English,USA,"PG-13
",160000000.0,2016.0,89.0,7.3,
Color,188457,126.0,89732035.0, Action,Terminator Genisys ,474.0,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867.0,English,USA,"PG-13
",155000000.0,2015.0,82.0,6.6,
Color,106446,113.0,104383624.0, Adventure,The Chronicles of Narnia: The Voyage of the Dawn Treader ,228.0,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227.0,English,USA,"PG
",155000000.0,2010.0,11.0,6.3,
 Black and White,254111,183.0,198539855.0, Action,Pearl Harbor ,191.0,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999.0,English,USA,"PG-13
",140000000.0,2001.0,82.0,6.1,
Color,513158,144.0,318759914.0, Action,Transformers ,396.0,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782.0,English,USA,"PG-13
",150000000.0,2007.0,8.0,7.1,
Color,138863,175.0,34293771.0, Action,Alexander ,248.0,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1390.0,English,Germany,"R
",155000000.0,2004.0,36.0,5.5,
Color,355137,138.0,292000866.0, Adventure,Harry Potter and the Order of the Phoenix ,329.0,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,1108.0,English,UK,"PG-13
",150000000.0,2007.0,44.0,7.5,
Color,385670,157.0,289994397.0, Adventure,Harry Potter and the Goblet of Fire ,295.0,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896.0,English,UK,"PG-13
",150000000.0,2005.0,54.0,7.6,
Color,343648,92.0,227946274.0, Action,Hancock ,318.0,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590.0,English,USA,"PG-13
",150000000.0,2008.0,52.0,6.4,
Color,530870,101.0,256386216.0, Drama,I Am Legend ,323.0,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413.0,English,USA,"PG-13
",150000000.0,2007.0,11.0,7.2,
Color,320284,115.0,206456431.0, Adventure,Charlie and the Chocolate Factory ,276.0,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361.0,English,USA,"PG
",150000000.0,2005.0,77.0,6.7,
Color,473887,111.0,206435493.0, Animation,Ratatouille ,318.0,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626.0,English,USA,"G
",150000000.0,2007.0,10.0,8.0,
Color,980946,140.0,205343774.0, Action,Batman Begins ,478.0,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685.0,English,USA,"PG-13
",150000000.0,2005.0,15.0,8.3,
Color,146019,89.0,179982968.0, Animation,Madagascar: Escape 2 Africa ,167.0,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119.0,English,USA,"PG
",150000000.0,2008.0,18.0,6.7,
Color,130272,105.0,177243721.0, Adventure,Night at the Museum: Battle of the Smithsonian ,185.0,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209.0,English,USA,"PG
",150000000.0,2009.0,2.0,5.9,
Color,361924,107.0,179883016.0, Action,X-Men Origins: Wolverine ,350.0,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641.0,English,USA,"PG-13
",150000000.0,2009.0,77.0,6.7,
Color,364948,129.0,139259759.0, Action,The Matrix Revolutions ,245.0,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121.0,English,Australia,"R
",150000000.0,2003.0,34.0,6.7,
Color,421658,102.0,400736600.0, Animation,Frozen ,406.0,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904.0,English,USA,"PG
",150000000.0,2013.0,58.0,7.6,
Color,421818,138.0,281492479.0, Action,The Matrix Reloaded ,275.0,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789.0,English,USA,"R
",150000000.0,2003.0,46.0,7.2,
Color,414070,112.0,206360018.0, Action,Thor: The Dark World ,486.0,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532.0,English,USA,"PG-13
",170000000.0,2013.0,63.0,7.1,
Color,552503,120.0,153629485.0, Action,Mad Max: Fury Road ,739.0,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588.0,English,Australia,"R
",150000000.0,2015.0,191.0,8.1,
Color,207839,138.0,133375846.0, Mystery,Angels & Demons ,298.0,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435.0,English,USA,"PG-13
",150000000.0,2009.0,67.0,6.7,
Color,536314,115.0,181015141.0, Action,Thor ,516.0,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738.0,English,USA,"PG-13
",150000000.0,2011.0,63.0,7.0,
Color,146766,96.0,114053579.0, Animation,Bolt ,225.0,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178.0,English,USA,"PG
",150000000.0,2008.0,41.0,6.9,
